code;plan;theme;titre;dispoCode;dispoTitre;public;objectifs;contenu;duree;effectif;abonnement
100855;ENS; PHYSIQUE CHIMIE ELECTRICITE;Physique dans un parc d'attraction;25A0090434;SPH_08 - LA PHYSIQUE DANS UN PARC D'ATTRACTION;Enseignants de physique-chimie collège et lycée;Utiliser, réinvestir les connaissances, savoir-faire et notions de physique-chimie vues dans l'année lors de situations concrètes. Ancrer la physique-chimie dans le concret à travers la visite et différentes mesures effectuées dans les attractions (réalisation de calculs : énergie cinétique, potentielle, vitesse, vitesse linéaire, période, fréquence).;"PHYSIQUE-CHIMIE
Physique-chimie et parc d'attraction, c'est une évidence. Quel professeur de physique chimie n'a jamais visité un parc d'attraction en se disant qu'il pourrait l'intégrer dans ses cours ! Cela est chose faite, « Dennlys parc » colle parfaitement au programme de cycle terminal, 1ère spécialité physique-chimie et 1ère STIDD.
Mécanique, acoustique, électricité, le parc est fait pour cela. Vous ne serez pas en reste avec la chimie de la barbe à papa ou la thermodynamique de la cuisson des gaufres.
Vous aurez accès aux 32 attractions du parc et à toutes les données qui vous seront nécessaires. Vous aurez également accès au questionnaire challenge (clé en main) réalisé par les élèves, ce qui vous permettra de vous projeter sur une sortie pédagogique.
PUBLIC CIBLE : Enseignants de physique-chimie collège et lycée";6;30;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100855/tab/trainee/pill/individualTrainingPlan
100862;ENS; PHYSIQUE CHIMIE ELECTRICITE;Galaxies et cosmologie;25A0090436;SPH_10 - ASTRONOMIE ET ASTROPHYSIQUE;Professeurs de physique-chimie du second degré;L'Observatoire de l'Université de Lille est composé en 2016 de quatre enseignants-chercheurs permanents. L'astronomie est une science qui offre à l'imagination les domaines les plus vastes dans le temps et l'espace, tout en proposant des spectacles d'une grande beauté. L'intérêt des jeunes comme du public adulte se porte naturellement sur les découvertes récentes relatives à l'Univers et il s'accompagne souvent de questions métaphysiques. La place de l'Homme dans l'Univers, son origine et son devenir sont naturellement questionnés dès qu'on aborde un thème d'astronomie et l'engouement des jeunes pour ce domaine s'explique sans doute autant par cet aspect que par les découvertes scientifiques proprement dites.;"PHYSIQUE-CHIMIE
Présentation de notre galaxie (contenu stellaire, nébuleuses gazeuses, poussières, structure : bras spiraux, disque, noyau, halo) et de son environnement proche(Nuages de Magellan, galaxies naines satellites (ou non), groupe local).Apport de connaissances sur la formation des galaxies et leur classification morphologique. 
Initiation à la cosmologie : la relativité générale, par une approche historique et non formaliste - le décalage spectral des astres extragalactiques et l'hypothèse d'expansion de l'Univers (Hubble, Lemaître, le passé de l'Univers dans le cadre d'un modèle FLRW, constante cosmologique et expansion accélérée) par des diagrammes sans équations.
Deux sessions de formation de 3 heures sont prévues deux mardis en fin d'après-midi à l'Observatoire de Lille.
PUBLIC CIBLE : Professeurs de physique-chimie du second degré";6;12;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100862/tab/trainee/pill/individualTrainingPlan
100863;ENS; PHYSIQUE CHIMIE ELECTRICITE;Phénomènes astronomiques et calendriers;25A0090436;SPH_10 - ASTRONOMIE ET ASTROPHYSIQUE;Professeurs de physique-chimie du second degré;L'Observatoire de l'Université de Lille est composé en 2016 de quatre enseignants-chercheurs permanents. L'astronomie est une science qui offre à l'imagination les domaines les plus vastes dans le temps et l'espace, tout en proposant des spectacles d'une grande beauté. L'intérêt des jeunes comme du public adulte se porte naturellement sur les découvertes récentes relatives à l'Univers et il s'accompagne souvent de questions métaphysiques. La place de l'Homme dans l'Univers, son origine et son devenir sont naturellement questionnés dès qu'on aborde un thème d'astronomie et l'engouement des jeunes pour ce domaine s'explique sans doute autant par cet aspect que par les découvertes scientifiques proprement dites.;"PHYSIQUE-CHIMIE
La première partie de ce module sera consacrée à la description des phénomènes astronomiques que l'on peut observer depuis la Terre. On commencera par présenter la forme sous laquelle ces phénomènes sont publiés : les éphémérides. Ces phénomènes sont multiples et variés : mouvements apparents des planètes, éclipses, occultations et autres transits. 
Dans une seconde partie, on affrontera le problème de la mesure et de la définition du temps, en astronomie mais aussi dans la vie courante.
Deux sessions de formation de 3 heures sont prévues deux mardis en fin d'après-midi à l'Observatoire de Lille.
PUBLIC CIBLE : Professeurs de physique-chimie du second degré";6;12;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100863/tab/trainee/pill/individualTrainingPlan
100597;ENS; PRATIQUE ET RECHERCHE;Introduction à la ludopédagogie;25A0090320;RECH01 - INITIATION A LA LUDOPEDAGOGIE;"Professeurs du cycle 2 à l'enseignement supérieur (BTS); Formateurs; Formateurs de formateurs; Ingénieurs de formation";"- Faire vivre une séance ludopédagogique
- Comprendre la notion d'écarts interprétatifs 
- Appréhender la structuration en 3 temps ludopédagogiques";"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
a) Faire vivre une séance ludopédagogique : l'objectif est de faire vivre aux participants une séance ludopédagogique pour comprendre l'approche pédagogique et pouvoir par la suite saisir les concepts théoriques sous-jacents. Concrètement, il s'agit de proposer une activité de jeux sérieux et de capitaliser sur l'expérience vécue par chaque participant dans le cadre d'une visée utilitaire précise à atteindre.
b) Comprendre la notion d'écarts interprétatifs : à l'issue de la séance ludopédagogique, les apprenants seront amenés à constater qu'ils disposent de filtres de perceptions différents. C'est pourquoi, il conviendra d'adopter des stratégies pour tâcher de réduire les interprétations qui s'écarteraient de trop des objectifs pédagogiques visés.
Modalités: distanciel zoom le soir de 17h à 19h.";2;30;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100597/tab/trainee/pill/individualTrainingPlan
100600;ENS; PRATIQUE ET RECHERCHE;Bonnes et mauvaises pratiques en ludopédagogie;25A0090321;RECH02 - LUDOPEDAGOGIE : BONNES/MAUVAISES PRAT.;"Professeurs cycle 2 et enseignements supérieurs; Formateurs; Formateurs de formateurs; Ingénieurs de formation";"- Comprendre l'apport et limites de certaines approches ludopédagogiques
- Savoir déconstruire les jeux (vidéo) et identifier les messages associés
- Aborder la question du genre en lien avec le jeu vidéo";"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
a) Comprendre l'apport et limites de certaines approches ludopédagogiques : 
l'objectif est d'aborder les notions d'effets et de contre-effets que peuvent présenter des activités ludopédagogiques. Il s'agit de les appréhender pour comprendre quelles approches adopter pour sécuriser au mieux les apprenants dans un contexte ludopédagogique.
b) Savoir déconstruire les jeux (vidéo) et identifier les messages associés : 
l'idée est ici d'aborder la notion de soft power opéré par le jeu et d'en comprendre les mécanismes principaux. L'intention est ainsi de donner aux participants des clés pour leur permettre d'aider à leurs propres élèves ou étudiants à appréhender les messages que peuvent véhiculer certains jeux, notamment de nature vidéoludiques.
Distanciel (Utilisation de Zoom et activités proposées en ligne): 2h le soir de 17h à 19h";2;30;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100600/tab/trainee/pill/individualTrainingPlan
100601;ENS; PRATIQUE ET RECHERCHE;Enseigner la compréhension par (et avec) le cinéma d'animation : réconcilier le contemporain et le patrimonial, la culture juvénile et la culture scolaire;25A0090322;RECH03 - COMPREHENSION & CINEMA D'ANIMATION;Enseignants cycle 3 et 4;"- Réconcilier la culture juvénile et la culture scolaire
- Ouvrir la classe aux pratiques multimodales du XXIe siècle
- Les fictions multimodales et leur transposition didactique
- Les corpus transfictionnels : enjeu de formation";"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
Ce module se propose, à partir d'exemples concrets et de pistes d'exploitation pédagogique, de penser les fictions numériques et leur transposition didactique, de faire le lien entre l'extrême contemporain et le patrimonial, de créer des ponts entre la culture juvénile et la culture scolaire. 
Par le cinéma d'animation, il est possible de former le sujet lecteur-spectateur, de développer des compétences en compréhension du récit et des compétences multimodales.
Il s'agira d'explorer notamment la manière dont le cinéma d'animation permet d'actualiser les œuvres patrimoniales, d'acquérir des stéréotypes culturels (et de les dépasser), de développer des compétences génériques.
Corpus envisagé autour :
- de ce que le cartoon fait aux œuvres patrimoniales ;
- des stéréotypes de la fiction
un mercredi après-midi par zoom";2;20;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100601/tab/trainee/pill/individualTrainingPlan
100602;ENS; PRATIQUE ET RECHERCHE;Travail collectif et formation par et pour des pratiques pédagogiques choisies;25A0090323;RECH04 - TRAVAILLER & SE FORMER DIFFEREMMENT;Enseignants 1D et 2D;Penser l'organisation, à l'échelle d'une équipe pédagogique, permettant de soutenir le développement de pratiques pédagogiques choisies (temps dédiés, outils) et la manière d'agencer des modes de fonctionnement collectifs et formateurs.;"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
Analyses des représentations et des constats relatifs à la formation continue des enseignants (appui sur le rapport du Cnesco, 2020).
Le travail collectif et l'auto-coformation, un facteur de professionnalisation ?
Partage d'expériences autour de modalités d'organisation du travail enseignant, de formation continue et d'autoformation. Identification de modalités de travail favorisant l'auto-coformation.
Aborder la question des pratiques différentes, de quoi s'agit-il ?
Présentation d'expériences : école Vitruve, école Ariane Capon.
Conférence participative un mercredi après-midi sur le site INSPE de Villeneuve d'Ascq";3;30;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100602/tab/trainee/pill/individualTrainingPlan
100603;ENS; PRATIQUE ET RECHERCHE;Inclure des élèves allophones dans toutes les disciplines : lire et écrire en langue seconde;25A0090324;RECH05 - LIRE ET ECRIRE EN LANGUE SECONDE;Enseignants 2D;"- Connaitre les notions de langue seconde et langue de scolarisation
- Comprendre les mécanismes en jeu dans l'apprentissage de la lecture-écriture en langue étrangère
- Identifier les besoins éducatifs particuliers des élèves allophones nouvellement arrivés et y répondre";"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
- Les principales caractéristiques des élèves allophones (connaissance du public et de ses besoins)
- Les notions de langue seconde, langue de scolarisation, littératie
- L'analyse de la dimension langagière dans différentes disciplines
- L'explicitation des mécanismes et composantes intervenant dans l'acte du lire/écrire 
- L'apport de pistes pédagogiques pour aider au développement des compétences littéraciques des élèves allophones dans toutes les matières
INSPE Lille Hdf, un mercredi après-midi";3;30;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100603/tab/trainee/pill/individualTrainingPlan
100604;ENS; PRATIQUE ET RECHERCHE;Agir, s'exprimer et comprendre à travers les activités physiques, faisons bouger les lignes : illustration avec le savoir nager;25A0090325;RECH06 - ACTIVITE DE L'ENSEIGNANT EN EPS;Enseignants 1D et 2D;Permettre aux enseignants en EPS de progresser sur leurs interventions pédagogiques et didactiques à l'aide d'observables simples qui pourront être utilisés en autoscopie ou pour faire progresser un stagiaire.;"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
Ajustements en intervention : observation & introspection de l'enseignant en EPS lors de ses interventions pédagogiques (utilisation des casquettes de supporter, d'arbitre et de coach )
Conception et régulation par les choix didactiques : priorisation des choix en fonction de la sécurité, des programmes, du temps moteur, des adaptations, des plus-values, etc.
INSPE Lille Hdf, un mercredi après-midi
Exemples pris dans le curriculum de l'élève sur l'activité du savoir nager en lien avec la nouvelle circulaire du 3 mars 2022. Les appuis didactiques seront tirés des documents Eduscol, du Guide du savoir nager de Durali et Fouchard, inspirés de la démarche de Catteau.
INSPE Lille Hdf, un mercredi après-midi ou samedi matin (3h)";3;30;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100604/tab/trainee/pill/individualTrainingPlan
100605;ENS; PRATIQUE ET RECHERCHE;Une conférence interactive inspirante pour faire de la géographie enseignée (cycle 3) une ressource pour penser le monde;25A0090326;RECH07 - RE-ECHANTER LA GEO AU CYCLE 3;Enseignants 1D et 2D;Varier les supports didactiques pour construire la notion centrale du programme : la notion d'habiter. Produire des cas concrets (études de cas) ancrés dans les problématiques actuelles (scientifiques et sociétales). Construire des situations-problèmes : mettre les élèves en situation de raisonner, de se poser des questions, de construire leurs savoirs;"CONTENU NE TOUCHANT À AUCUN DOMAINE PRECEDENT
Appréhender la géographie (cycle 3) à partir de supports divers et variés, accessibles très facilement (chansons, publicité, photographies, documents administratifs, SIG (géoportail)  etc... pour proposer aux élèves  des activités qui leur permettent de comprendre le monde dans  lequel ils vont grandir et en devenir des acteurs. L'organisation de la conférence en présentiel est pensée pour produire ensemble des situations. présentiel de 3h : INSPE v'Ascq et INSPE Valenciennes - au choix";3;30;https://eduline.ac-lille.fr/sofia-fmo-acad//default/extmodule/subscriptionadd/extModuleId/100605/tab/trainee/pill/individualTrainingPlan
